id,labels,kind,simpleName
CH.ifa.draw.standard.ChopBoxConnector.CH.ifa.draw.standard.ChopBoxConnector(CH.ifa.draw.framework.Figure).owner,Variable,parameter,owner
"CH.ifa.draw.standard.DragTracker.mouseDrag(java.awt.event.MouseEvent,int,int).y",Variable,parameter,y
CH.ifa.draw.samples.javadraw,Container,package,javadraw
"CH.ifa.draw.figures.ArrowTip.draw(java.awt.Graphics,int,int,int,int).y1",Variable,parameter,y1
"CH.ifa.draw.samples.net.NodeFigure.containsPoint(int,int).y",Variable,parameter,y
"CH.ifa.draw.framework.Handle.invokeEnd(int,int,CH.ifa.draw.framework.Drawing).dy",Variable,parameter,dy
"CH.ifa.draw.framework.Handle.invokeStep(int,int,CH.ifa.draw.framework.Drawing).drawing",Variable,parameter,drawing
"CH.ifa.draw.contrib.PolygonFigure.addPoint(int,int).x",Variable,parameter,x
"CH.ifa.draw.standard.CompositeFigure.basicMoveBy(int,int).x",Variable,parameter,x
CH.ifa.draw.figures.PolyLineFigure.getFrameColor(),Operation,method,getFrameColor()
"CH.ifa.draw.standard.DecoratorFigure.containsPoint(int,int)",Operation,method,"containsPoint(int,int)"
"CH.ifa.draw.framework.Figure.setAttribute(java.lang.String,java.lang.Object)",Operation,method,"setAttribute(java.lang.String,java.lang.Object)"
"CH.ifa.draw.standard.AbstractHandle.invokeStart(int,int,CH.ifa.draw.framework.Drawing).x",Variable,parameter,x
CH.ifa.draw.figures.ElbowHandle.draw(java.awt.Graphics).g,Variable,parameter,g
"CH.ifa.draw.standard.AbstractHandle.invokeEnd(int,int,CH.ifa.draw.framework.Drawing).dy",Variable,parameter,dy
CH.ifa.draw.contrib.PolygonFigure.pointAt(int),Operation,method,pointAt(int)
"CH.ifa.draw.standard.ChangeConnectionHandle.invokeStep(int,int,int,int,CH.ifa.draw.framework.DrawingView).y",Variable,parameter,y
CH.ifa.draw.framework.DrawingChangeListener.drawingInvalidated(CH.ifa.draw.framework.DrawingChangeEvent),Operation,method,drawingInvalidated(CH.ifa.draw.framework.DrawingChangeEvent)
CH.ifa.draw.figures.UngroupCommand.execute(),Operation,method,execute()
CH.ifa.draw.contrib.PolygonScaleHandle.draw(java.awt.Graphics).g,Variable,parameter,g
CH.ifa.draw.standard.NorthEastHandle.CH.ifa.draw.standard.NorthEastHandle(CH.ifa.draw.framework.Figure).owner,Variable,parameter,owner
"CH.ifa.draw.framework.Tool.mouseUp(java.awt.event.MouseEvent,int,int).y",Variable,parameter,y
"CH.ifa.draw.standard.SelectionTool.mouseUp(java.awt.event.MouseEvent,int,int)",Operation,method,"mouseUp(java.awt.event.MouseEvent,int,int)"
CH.ifa.draw.standard.ToolButton.paintNormal(java.awt.Graphics).g,Variable,parameter,g
"CH.ifa.draw.figures.PolyLineFigure.setAttribute(java.lang.String,java.lang.Object).name",Variable,parameter,name
CH.ifa.draw.figures.ImageFigure.displayBox(),Operation,method,displayBox()
CH.ifa.draw.application.DrawApplication.FILE_MENU,Variable,field,FILE_MENU
"CH.ifa.draw.figures.TextTool.mouseDrag(java.awt.event.MouseEvent,int,int)",Operation,method,"mouseDrag(java.awt.event.MouseEvent,int,int)"
CH.ifa.draw.standard.ConnectionHandle.draw(java.awt.Graphics),Operation,method,draw(java.awt.Graphics)
CH.ifa.draw.applet.DrawApplet.setupAttributes(),Operation,method,setupAttributes()
CH.ifa.draw.standard.CompositeFigure.write(CH.ifa.draw.util.StorableOutput).dw,Variable,parameter,dw
CH.ifa.draw.applet.SleeperThread.CH.ifa.draw.applet.SleeperThread(java.applet.Applet).applet,Variable,parameter,applet
CH.ifa.draw.samples.javadraw.MySelectionTool,Structure,class,MySelectionTool
"CH.ifa.draw.figures.ScribbleTool.mouseDown(java.awt.event.MouseEvent,int,int).e",Variable,parameter,e
CH.ifa.draw.samples.javadraw.URLTool.endAction(java.awt.event.ActionEvent).e,Variable,parameter,e
"CH.ifa.draw.standard.GridConstrainer.CH.ifa.draw.standard.GridConstrainer(int,int)",Constructor,ctor,"CH.ifa.draw.standard.GridConstrainer(int,int)"
CH.ifa.draw.framework.DrawingView.getSize(),Operation,method,getSize()
"CH.ifa.draw.standard.SelectAreaTracker.mouseDrag(java.awt.event.MouseEvent,int,int).y",Variable,parameter,y
CH.ifa.draw.standard.StandardDrawingView.keyPressed(java.awt.event.KeyEvent).e,Variable,parameter,e
"CH.ifa.draw.util.ColorEntry.CH.ifa.draw.util.ColorEntry(java.lang.String,java.awt.Color).color",Variable,parameter,color
"CH.ifa.draw.figures.ChopEllipseConnector.chop(CH.ifa.draw.framework.Figure,java.awt.Point)",Operation,method,"chop(CH.ifa.draw.framework.Figure,java.awt.Point)"
CH.ifa.draw.standard.AbstractFigure.displayBox(),Operation,method,displayBox()
CH.ifa.draw.framework.DrawingEditor.toolDone(),Operation,method,toolDone()
"CH.ifa.draw.contrib.PolygonFigure.scaleRotate(java.awt.Point,java.awt.Polygon,java.awt.Point).p",Variable,parameter,p
CH.ifa.draw.standard.AbstractLocator,Structure,abstract,AbstractLocator
CH.ifa.draw.applet.DrawApplet.fUpdateButton,Variable,field,fUpdateButton
CH.ifa.draw.figures.ConnectedTextTool.fConnected,Variable,field,fConnected
CH.ifa.draw.standard.StandardDrawingView.mouseMoved(java.awt.event.MouseEvent).e,Variable,parameter,e
"CH.ifa.draw.standard.AbstractHandle.invokeEnd(int,int,int,int,CH.ifa.draw.framework.DrawingView).anchorX",Variable,parameter,anchorX
CH.ifa.draw.standard.FigureChangeEventMulticaster.figureChanged(CH.ifa.draw.framework.FigureChangeEvent),Operation,method,figureChanged(CH.ifa.draw.framework.FigureChangeEvent)
"CH.ifa.draw.standard.GridConstrainer.CH.ifa.draw.standard.GridConstrainer(int,int).x",Variable,parameter,x
"CH.ifa.draw.figures.FontSizeHandle.CH.ifa.draw.figures.FontSizeHandle(CH.ifa.draw.framework.Figure,CH.ifa.draw.framework.Locator).l",Variable,parameter,l
CH.ifa.draw.samples.pert.PertFigure.write(CH.ifa.draw.util.StorableOutput).dw,Variable,parameter,dw
CH.ifa.draw.standard.BoxHandleKit.northWest(CH.ifa.draw.framework.Figure).owner,Variable,parameter,owner
CH.ifa.draw.standard.OffsetLocator.CH.ifa.draw.standard.OffsetLocator(CH.ifa.draw.framework.Locator),Constructor,ctor,CH.ifa.draw.standard.OffsetLocator(CH.ifa.draw.framework.Locator)
CH.ifa.draw.framework.Connector.findEnd(CH.ifa.draw.framework.ConnectionFigure),Operation,method,findEnd(CH.ifa.draw.framework.ConnectionFigure)
CH.ifa.draw.util.StorableOutput.writeStorable(CH.ifa.draw.util.Storable),Operation,method,writeStorable(CH.ifa.draw.util.Storable)
CH.ifa.draw.standard.StandardDrawingView.drawing(),Operation,method,drawing()
"CH.ifa.draw.figures.ImageFigure.basicMoveBy(int,int).y",Variable,parameter,y
"CH.ifa.draw.util.Geom.intersect(int,int,int,int,int,int,int,int).yd",Variable,parameter,yd
"CH.ifa.draw.standard.NorthWestHandle.invokeStep(int,int,int,int,CH.ifa.draw.framework.DrawingView).x",Variable,parameter,x
CH.ifa.draw.framework.DrawingView.selection(),Operation,method,selection()
CH.ifa.draw.standard.ReverseFigureEnumerator.CH.ifa.draw.standard.ReverseFigureEnumerator(java.util.Vector),Constructor,ctor,CH.ifa.draw.standard.ReverseFigureEnumerator(java.util.Vector)
CH.ifa.draw.figures.GroupHandle.draw(java.awt.Graphics).g,Variable,parameter,g
CH.ifa.draw.figures.TextFigure.setCurrentFontStyle(int),Operation,method,setCurrentFontStyle(int)
CH.ifa.draw.figures.ArrowTip.read(CH.ifa.draw.util.StorableInput),Operation,method,read(CH.ifa.draw.util.StorableInput)
CH.ifa.draw.figures.EllipseFigure.drawBackground(java.awt.Graphics),Operation,method,drawBackground(java.awt.Graphics)
CH.ifa.draw.application.DrawApplication.createTools(java.awt.Panel).palette,Variable,parameter,palette
"CH.ifa.draw.framework.DrawingChangeEvent.CH.ifa.draw.framework.DrawingChangeEvent(CH.ifa.draw.framework.Drawing,java.awt.Rectangle)",Constructor,ctor,"CH.ifa.draw.framework.DrawingChangeEvent(CH.ifa.draw.framework.Drawing,java.awt.Rectangle)"
CH.ifa.draw.standard.OffsetLocator.write(CH.ifa.draw.util.StorableOutput).dw,Variable,parameter,dw
CH.ifa.draw.framework.Drawing.figuresReverse(),Operation,method,figuresReverse()
CH.ifa.draw.framework.DrawingView.addToSelectionAll(java.util.Vector).figures,Variable,parameter,figures
"CH.ifa.draw.samples.javadraw.FollowURLTool.mouseUp(java.awt.event.MouseEvent,int,int).e",Variable,parameter,e
CH.ifa.draw.standard.AbstractFigure.removeFigureChangeListener(CH.ifa.draw.framework.FigureChangeListener),Operation,method,removeFigureChangeListener(CH.ifa.draw.framework.FigureChangeListener)
CH.ifa.draw.figures.GroupCommand.execute(),Operation,method,execute()
CH.ifa.draw.standard.NorthWestHandle,Structure,class,NorthWestHandle
CH.ifa.draw.application.DrawApplication.fTool,Variable,field,fTool
CH.ifa.draw.util.Filler.getBackground(),Operation,method,getBackground()
CH.ifa.draw.contrib.PolygonTool.fLastX,Variable,field,fLastX
CH.ifa.draw.samples.javadraw.AnimationDecorator.write(CH.ifa.draw.util.StorableOutput).dw,Variable,parameter,dw
CH.ifa.draw.figures.TextFigure.read(CH.ifa.draw.util.StorableInput).dr,Variable,parameter,dr
"CH.ifa.draw.framework.Drawing.replace(CH.ifa.draw.framework.Figure,CH.ifa.draw.framework.Figure).figure",Variable,parameter,figure
CH.ifa.draw.util.CommandChoice.fCommands,Variable,field,fCommands
CH.ifa.draw.standard.StandardDrawingView.keyPressed(java.awt.event.KeyEvent),Operation,method,keyPressed(java.awt.event.KeyEvent)
"CH.ifa.draw.figures.RadiusHandle.invokeStart(int,int,CH.ifa.draw.framework.DrawingView)",Operation,method,"invokeStart(int,int,CH.ifa.draw.framework.DrawingView)"
CH.ifa.draw.util.ColorEntry,Structure,class,ColorEntry
CH.ifa.draw.framework.Figure.connectorVisibility(boolean).isVisible,Variable,parameter,isVisible
CH.ifa.draw.figures.EllipseFigure,Structure,class,EllipseFigure
CH.ifa.draw.standard.LocatorConnector.fLocator,Variable,field,fLocator
CH.ifa.draw.standard.ToggleGridCommand,Structure,class,ToggleGridCommand
"CH.ifa.draw.standard.AbstractFigure.findFigureInside(int,int).y",Variable,parameter,y
"CH.ifa.draw.util.Geom.lineContainsPoint(int,int,int,int,int,int).px",Variable,parameter,px
"CH.ifa.draw.standard.SouthWestHandle.invokeStep(int,int,int,int,CH.ifa.draw.framework.DrawingView).y",Variable,parameter,y
CH.ifa.draw.framework.Handle.owner(),Operation,method,owner()
"CH.ifa.draw.figures.ScribbleTool.mouseDrag(java.awt.event.MouseEvent,int,int).y",Variable,parameter,y
CH.ifa.draw.util.PaletteButton.paintBackground(java.awt.Graphics).g,Variable,parameter,g
"CH.ifa.draw.figures.EllipseFigure.connectorAt(int,int).x",Variable,parameter,x
CH.ifa.draw.figures.LineConnection.figureRemoved(CH.ifa.draw.framework.FigureChangeEvent),Operation,method,figureRemoved(CH.ifa.draw.framework.FigureChangeEvent)
"CH.ifa.draw.contrib.PolygonScaleHandle.invokeEnd(int,int,CH.ifa.draw.framework.Drawing).drawing",Variable,parameter,drawing
CH.ifa.draw.util.FloatingTextField.addActionListener(java.awt.event.ActionListener).listener,Variable,parameter,listener
CH.ifa.draw.figures.GroupFigure.displayBox(),Operation,method,displayBox()
CH.ifa.draw.standard.StandardDrawingView.getPreferredSize(),Operation,method,getPreferredSize()
CH.ifa.draw.figures.ImageFigure.readObject(java.io.ObjectInputStream),Operation,method,readObject(java.io.ObjectInputStream)
CH.ifa.draw.framework.Drawing.addDrawingChangeListener(CH.ifa.draw.framework.DrawingChangeListener).listener,Variable,parameter,listener
CH.ifa.draw.applet.DrawApplet.drawing(),Operation,method,drawing()
"CH.ifa.draw.contrib.DiamondFigure.containsPoint(int,int).y",Variable,parameter,y
CH.ifa.draw.util.ColorEntry.fName,Variable,field,fName
CH.ifa.draw.util.FloatingTextField.createOverlay(java.awt.Container),Operation,method,createOverlay(java.awt.Container)
CH.ifa.draw.figures.ImageFigure.write(CH.ifa.draw.util.StorableOutput),Operation,method,write(CH.ifa.draw.util.StorableOutput)
CH.ifa.draw.samples.pert.PertFigureCreationTool.CH.ifa.draw.samples.pert.PertFigureCreationTool(CH.ifa.draw.framework.DrawingView).view,Variable,parameter,view
CH.ifa.draw.contrib.PolygonFigure.drawFrame(java.awt.Graphics).g,Variable,parameter,g
"CH.ifa.draw.figures.TextTool.mouseUp(java.awt.event.MouseEvent,int,int).y",Variable,parameter,y
CH.ifa.draw.standard.SelectionTool.fChild,Variable,field,fChild
"CH.ifa.draw.framework.Drawing.findFigureInsideWithout(int,int,CH.ifa.draw.framework.Figure).without",Variable,parameter,without
double,Primitive,,double
CH.ifa.draw.samples.pert.PertFigure.addPreTask(CH.ifa.draw.samples.pert.PertFigure).figure,Variable,parameter,figure
CH.ifa.draw.util.StorableInput.makeInstance(java.lang.String).className,Variable,parameter,className
"CH.ifa.draw.framework.Handle.containsPoint(int,int).y",Variable,parameter,y
CH.ifa.draw.standard.BringToFrontCommand.fView,Variable,field,fView
CH.ifa.draw.util.StorableOutput.mapped(CH.ifa.draw.util.Storable),Operation,method,mapped(CH.ifa.draw.util.Storable)
CH.ifa.draw.util.FloatingTextField.getText(),Operation,method,getText()
"CH.ifa.draw.figures.LineConnection.canConnect(CH.ifa.draw.framework.Figure,CH.ifa.draw.framework.Figure).start",Variable,parameter,start
CH.ifa.draw.standard.StandardDrawingView.drawBackground(java.awt.Graphics).g,Variable,parameter,g
CH.ifa.draw.figures.PolyLineFigure.polyLineFigureSerializedDataVersion,Variable,field,polyLineFigureSerializedDataVersion
"CH.ifa.draw.standard.BringToFrontCommand.CH.ifa.draw.standard.BringToFrontCommand(java.lang.String,CH.ifa.draw.framework.DrawingView).view",Variable,parameter,view
CH.ifa.draw.figures.RoundRectangleFigure.connectionInsets(),Operation,method,connectionInsets()
CH.ifa.draw.samples.javadraw.JavaDrawApplet.startAnimation(),Operation,method,startAnimation()
CH.ifa.draw.figures.TextFigure.textFigureSerializedDataVersion,Variable,field,textFigureSerializedDataVersion
CH.ifa.draw.application.DrawApplication.showStatus(java.lang.String),Operation,method,showStatus(java.lang.String)
"CH.ifa.draw.samples.javadraw.AnimationDecorator.velocity(int,int).xVelocity",Variable,parameter,xVelocity
CH.ifa.draw.util.PaletteLayout.CH.ifa.draw.util.PaletteLayout(int).gap,Variable,parameter,gap
CH.ifa.draw.standard.StandardDrawingView.mousePressed(java.awt.event.MouseEvent).e,Variable,parameter,e
CH.ifa.draw.figures.RoundRectangleFigure,Structure,class,RoundRectangleFigure
CH.ifa.draw.standard.FigureChangeEventMulticaster.figureInvalidated(CH.ifa.draw.framework.FigureChangeEvent),Operation,method,figureInvalidated(CH.ifa.draw.framework.FigureChangeEvent)
CH.ifa.draw.standard.SimpleUpdateStrategy.CH.ifa.draw.standard.SimpleUpdateStrategy(),Constructor,ctor,CH.ifa.draw.standard.SimpleUpdateStrategy()
CH.ifa.draw.figures.BorderDecorator.CH.ifa.draw.figures.BorderDecorator(CH.ifa.draw.framework.Figure).figure,Variable,parameter,figure
"CH.ifa.draw.framework.Drawing.findFigure(int,int).y",Variable,parameter,y
CH.ifa.draw.util.StorableOutput.writeString(java.lang.String).s,Variable,parameter,s
CH.ifa.draw.samples.pert.PertFigure.figureRemoved(CH.ifa.draw.framework.FigureChangeEvent).e,Variable,parameter,e
CH.ifa.draw.figures.GroupHandle.draw(java.awt.Graphics),Operation,method,draw(java.awt.Graphics)
CH.ifa.draw.figures.TextFigure.fgCurrentFontSize,Variable,field,fgCurrentFontSize
"CH.ifa.draw.figures.ScribbleTool.mouseDown(java.awt.event.MouseEvent,int,int)",Operation,method,"mouseDown(java.awt.event.MouseEvent,int,int)"
CH.ifa.draw.standard.StandardDrawingView.removeBackground(CH.ifa.draw.framework.Painter),Operation,method,removeBackground(CH.ifa.draw.framework.Painter)
"CH.ifa.draw.standard.WestHandle.invokeStep(int,int,int,int,CH.ifa.draw.framework.DrawingView).anchorX",Variable,parameter,anchorX
CH.ifa.draw.standard.AbstractHandle.owner(),Operation,method,owner()
CH.ifa.draw.figures.RectangleFigure.write(CH.ifa.draw.util.StorableOutput).dw,Variable,parameter,dw
CH.ifa.draw.samples.net.NodeFigure.drawConnectors(java.awt.Graphics).g,Variable,parameter,g
"CH.ifa.draw.samples.pert.PertDependency.handleConnect(CH.ifa.draw.framework.Figure,CH.ifa.draw.framework.Figure).end",Variable,parameter,end
CH.ifa.draw.applet.DrawApplet.readFromStorableInput(java.lang.String),Operation,method,readFromStorableInput(java.lang.String)
"CH.ifa.draw.samples.net.NodeFigure.connectorAt(int,int).y",Variable,parameter,y
"CH.ifa.draw.figures.RoundRectangleFigure.connectorAt(int,int).y",Variable,parameter,y
CH.ifa.draw.contrib.TriangleFigure.read(CH.ifa.draw.util.StorableInput),Operation,method,read(CH.ifa.draw.util.StorableInput)
"CH.ifa.draw.standard.DecoratorFigure.findFigureInside(int,int).x",Variable,parameter,x
"CH.ifa.draw.figures.ImageFigure.basicDisplayBox(java.awt.Point,java.awt.Point).origin",Variable,parameter,origin
CH.ifa.draw.applet.DrawApplet.stopSleeper(),Operation,method,stopSleeper()
CH.ifa.draw.figures.ImageFigure.handles(),Operation,method,handles()
CH.ifa.draw.samples.javadraw.JavaDrawApplet.endAnimation(),Operation,method,endAnimation()
"CH.ifa.draw.figures.AttributeFigure.setAttribute(java.lang.String,java.lang.Object)",Operation,method,"setAttribute(java.lang.String,java.lang.Object)"
"CH.ifa.draw.figures.PolyLineFigure.basicDisplayBox(java.awt.Point,java.awt.Point).origin",Variable,parameter,origin
CH.ifa.draw.standard.ToolButton.paintBackground(java.awt.Graphics),Operation,method,paintBackground(java.awt.Graphics)
"CH.ifa.draw.figures.InsertImageCommand.CH.ifa.draw.figures.InsertImageCommand(java.lang.String,java.lang.String,CH.ifa.draw.framework.DrawingView)",Constructor,ctor,"CH.ifa.draw.figures.InsertImageCommand(java.lang.String,java.lang.String,CH.ifa.draw.framework.DrawingView)"
CH.ifa.draw.standard.StandardDrawingView.add(CH.ifa.draw.framework.Figure).figure,Variable,parameter,figure
"CH.ifa.draw.standard.ChangeConnectionHandle.findConnectableFigure(int,int,CH.ifa.draw.framework.Drawing).drawing",Variable,parameter,drawing
"CH.ifa.draw.samples.pert.PertFigure.basicMoveBy(int,int).y",Variable,parameter,y
"CH.ifa.draw.standard.FigureChangeEventMulticaster.addInternal(CH.ifa.draw.framework.FigureChangeListener,CH.ifa.draw.framework.FigureChangeListener).b",Variable,parameter,b
"CH.ifa.draw.standard.SelectAreaTracker.mouseDown(java.awt.event.MouseEvent,int,int)",Operation,method,"mouseDown(java.awt.event.MouseEvent,int,int)"
CH.ifa.draw.samples.nothing.NothingApp.createTools(java.awt.Panel),Operation,method,createTools(java.awt.Panel)
"CH.ifa.draw.standard.ConnectionTool.findConnector(int,int,CH.ifa.draw.framework.Figure).x",Variable,parameter,x
"CH.ifa.draw.standard.ToggleGridCommand.CH.ifa.draw.standard.ToggleGridCommand(java.lang.String,CH.ifa.draw.framework.DrawingView,java.awt.Point).view",Variable,parameter,view
"CH.ifa.draw.util.PaletteLayout.addLayoutComponent(java.lang.String,java.awt.Component).name",Variable,parameter,name
CH.ifa.draw.standard.StandardDrawingView.mouseReleased(java.awt.event.MouseEvent).e,Variable,parameter,e
CH.ifa.draw.standard.LocatorHandle,Structure,class,LocatorHandle
"CH.ifa.draw.standard.HandleTracker.mouseDrag(java.awt.event.MouseEvent,int,int)",Operation,method,"mouseDrag(java.awt.event.MouseEvent,int,int)"
CH.ifa.draw.standard.SimpleUpdateStrategy,Structure,class,SimpleUpdateStrategy
CH.ifa.draw.applet.DrawApplet.selectionChanged(CH.ifa.draw.framework.DrawingView).view,Variable,parameter,view
"CH.ifa.draw.util.PaletteLayout.addLayoutComponent(java.lang.String,java.awt.Component).comp",Variable,parameter,comp
"CH.ifa.draw.figures.ElbowHandle.isVertical(java.awt.Point,java.awt.Point).p1",Variable,parameter,p1
"CH.ifa.draw.figures.TextTool.CH.ifa.draw.figures.TextTool(CH.ifa.draw.framework.DrawingView,CH.ifa.draw.framework.Figure).prototype",Variable,parameter,prototype
"CH.ifa.draw.util.ColorEntry.CH.ifa.draw.util.ColorEntry(java.lang.String,java.awt.Color)",Constructor,ctor,"CH.ifa.draw.util.ColorEntry(java.lang.String,java.awt.Color)"
CH.ifa.draw.util.Iconkit.fgIconkit,Variable,field,fgIconkit
CH.ifa.draw.figures.EllipseFigure.drawFrame(java.awt.Graphics).g,Variable,parameter,g
"CH.ifa.draw.figures.LineFigure.endPoint(int,int)",Operation,method,"endPoint(int,int)"
"CH.ifa.draw.standard.CompositeFigure.findFigureInside(int,int)",Operation,method,"findFigureInside(int,int)"
"CH.ifa.draw.standard.SelectionTool.createHandleTracker(CH.ifa.draw.framework.DrawingView,CH.ifa.draw.framework.Handle)",Operation,method,"createHandleTracker(CH.ifa.draw.framework.DrawingView,CH.ifa.draw.framework.Handle)"
CH.ifa.draw.standard.StandardDrawingView.addToSelectionAll(java.util.Vector),Operation,method,addToSelectionAll(java.util.Vector)
CH.ifa.draw.framework.Handle.displayBox(),Operation,method,displayBox()
CH.ifa.draw.util.Filler.fBackground,Variable,field,fBackground
CH.ifa.draw.standard.DuplicateCommand.execute(),Operation,method,execute()
"CH.ifa.draw.contrib.PolygonScaleHandle.invokeStep(int,int,CH.ifa.draw.framework.Drawing).dy",Variable,parameter,dy
"CH.ifa.draw.figures.RectangleFigure.basicDisplayBox(java.awt.Point,java.awt.Point).origin",Variable,parameter,origin
"CH.ifa.draw.standard.WestHandle.invokeStep(int,int,int,int,CH.ifa.draw.framework.DrawingView).x",Variable,parameter,x
CH.ifa.draw.standard.ConnectionHandle.fPrototype,Variable,field,fPrototype
CH.ifa.draw.figures.EllipseFigure.serialVersionUID,Variable,field,serialVersionUID
CH.ifa.draw.standard.StandardDrawingView.drawAll(java.awt.Graphics).g,Variable,parameter,g
"CH.ifa.draw.standard.BoxHandleKit.addHandles(CH.ifa.draw.framework.Figure,java.util.Vector).handles",Variable,parameter,handles
CH.ifa.draw.framework.Figure.connectedTextLocator(CH.ifa.draw.framework.Figure).text,Variable,parameter,text
CH.ifa.draw.standard.ChangeConnectionHandle.fConnection,Variable,field,fConnection
CH.ifa.draw.standard.DecoratorFigure.draw(java.awt.Graphics).g,Variable,parameter,g
"CH.ifa.draw.framework.Handle.invokeStart(int,int,CH.ifa.draw.framework.DrawingView).x",Variable,parameter,x
CH.ifa.draw.util.PaletteButton.mouseExited(java.awt.event.MouseEvent).e,Variable,parameter,e
CH.ifa.draw.framework.FigureChangeEvent.getInvalidatedRectangle(),Operation,method,getInvalidatedRectangle()
"CH.ifa.draw.standard.AbstractHandle.invokeEnd(int,int,int,int,CH.ifa.draw.framework.DrawingView).y",Variable,parameter,y
CH.ifa.draw.contrib.PolygonScaleHandle.CH.ifa.draw.contrib.PolygonScaleHandle(CH.ifa.draw.contrib.PolygonFigure),Constructor,ctor,CH.ifa.draw.contrib.PolygonScaleHandle(CH.ifa.draw.contrib.PolygonFigure)
CH.ifa.draw.figures.ArrowTip.fAngle,Variable,field,fAngle
CH.ifa.draw.standard.AbstractFigure.release(),Operation,method,release()
CH.ifa.draw.framework.Drawing.unlock(),Operation,method,unlock()
CH.ifa.draw.contrib.TriangleRotationHandle.draw(java.awt.Graphics),Operation,method,draw(java.awt.Graphics)
"CH.ifa.draw.standard.CreationTool.CH.ifa.draw.standard.CreationTool(CH.ifa.draw.framework.DrawingView,CH.ifa.draw.framework.Figure).view",Variable,parameter,view
CH.ifa.draw.samples.javadraw.JavaDrawApplet.createTools(java.awt.Panel).palette,Variable,parameter,palette
"CH.ifa.draw.figures.LineConnection.canConnect(CH.ifa.draw.framework.Figure,CH.ifa.draw.framework.Figure).end",Variable,parameter,end
"CH.ifa.draw.standard.AbstractHandle.containsPoint(int,int).x",Variable,parameter,x
CH.ifa.draw.standard.CompositeFigure.addAll(java.util.Vector).newFigures,Variable,parameter,newFigures
CH.ifa.draw.figures.TextFigure.markDirty(),Operation,method,markDirty()
CH.ifa.draw.standard.CompositeFigure.figureRequestUpdate(CH.ifa.draw.framework.FigureChangeEvent).e,Variable,parameter,e
"CH.ifa.draw.standard.FigureTransferCommand.CH.ifa.draw.standard.FigureTransferCommand(java.lang.String,CH.ifa.draw.framework.DrawingView)",Constructor,ctor,"CH.ifa.draw.standard.FigureTransferCommand(java.lang.String,CH.ifa.draw.framework.DrawingView)"
CH.ifa.draw.util.Geom.west(java.awt.Rectangle).r,Variable,parameter,r
"CH.ifa.draw.standard.CompositeFigure.findFigureWithout(int,int,CH.ifa.draw.framework.Figure).y",Variable,parameter,y
"CH.ifa.draw.standard.OffsetLocator.CH.ifa.draw.standard.OffsetLocator(CH.ifa.draw.framework.Locator,int,int)",Constructor,ctor,"CH.ifa.draw.standard.OffsetLocator(CH.ifa.draw.framework.Locator,int,int)"
CH.ifa.draw.standard.BufferedUpdateStrategy.fImageheight,Variable,field,fImageheight
CH.ifa.draw.standard.StandardDrawingView.mouseDragged(java.awt.event.MouseEvent),Operation,method,mouseDragged(java.awt.event.MouseEvent)
"CH.ifa.draw.figures.PolyLineFigure.connectorAt(int,int)",Operation,method,"connectorAt(int,int)"
CH.ifa.draw.figures.RoundRectangleFigure.roundRectangleSerializedDataVersion,Variable,field,roundRectangleSerializedDataVersion
CH.ifa.draw.figures.UngroupCommand.isExecutable(),Operation,method,isExecutable()
CH.ifa.draw.samples.javadraw.JavaDrawApp.createImagesMenu(),Operation,method,createImagesMenu()
CH.ifa.draw.util.PaletteButton.mouseReleased(java.awt.event.MouseEvent),Operation,method,mouseReleased(java.awt.event.MouseEvent)
"CH.ifa.draw.standard.NorthWestHandle.invokeStep(int,int,int,int,CH.ifa.draw.framework.DrawingView).anchorY",Variable,parameter,anchorY
"CH.ifa.draw.contrib.PolygonHandle.CH.ifa.draw.contrib.PolygonHandle(CH.ifa.draw.contrib.PolygonFigure,CH.ifa.draw.framework.Locator,int)",Constructor,ctor,"CH.ifa.draw.contrib.PolygonHandle(CH.ifa.draw.contrib.PolygonFigure,CH.ifa.draw.framework.Locator,int)"
CH.ifa.draw.util.PaletteButton.update(java.awt.Graphics).g,Variable,parameter,g
CH.ifa.draw.application.DrawApplication.createContents(CH.ifa.draw.standard.StandardDrawingView).view,Variable,parameter,view
CH.ifa.draw.standard.DecoratorFigure.CH.ifa.draw.standard.DecoratorFigure(CH.ifa.draw.framework.Figure),Constructor,ctor,CH.ifa.draw.standard.DecoratorFigure(CH.ifa.draw.framework.Figure)
CH.ifa.draw.util.Geom.north(java.awt.Rectangle),Operation,method,north(java.awt.Rectangle)
CH.ifa.draw.contrib.TriangleFigure.clone(),Operation,method,clone()
"CH.ifa.draw.standard.DecoratorFigure.containsPoint(int,int).x",Variable,parameter,x
CH.ifa.draw.standard.EastHandle,Structure,class,EastHandle
CH.ifa.draw.standard.StandardDrawing,Structure,class,StandardDrawing
"CH.ifa.draw.standard.AbstractHandle.containsPoint(int,int)",Operation,method,"containsPoint(int,int)"
CH.ifa.draw.figures.TextFigure.fSizeIsDirty,Variable,field,fSizeIsDirty
"CH.ifa.draw.figures.ImageFigure.imageUpdate(java.awt.Image,int,int,int,int,int).x",Variable,parameter,x
CH.ifa.draw.util.PaletteButton.mouseMoved(java.awt.event.MouseEvent),Operation,method,mouseMoved(java.awt.event.MouseEvent)
"CH.ifa.draw.util.Geom.lineContainsPoint(int,int,int,int,int,int)",Operation,method,"lineContainsPoint(int,int,int,int,int,int)"
